Layer,ID,Burial_axis,Degree_axis,Condition,Length,Width,Height,Pit,sampled,start_layer,start_depth,end_depth,start_depth_sure,old_layer,Phase,Coffin,Straw_mat,Gender,Age,artefact,count
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Agate_bead,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Golden_bead,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Glass_bead,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,IndoPacific_bead,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Glass_earring,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Big_Metal_ring,2
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Small_Metal_ring,1
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Wide_Metal_ring,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Metal_ring,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Bell,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Knit,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,fish_shape_knit,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Metal_string,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Metal_piece,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Gold_leaf,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Metal_plate,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Hair_pin,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Niddle,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Bone_plate,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Comb,1
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Coin,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,B&W_sauce_plate,1
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,B&W_vase,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,B&W_bowl,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Porcelain_bowl,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Porcelain_vessel,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Porcelain_vase,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Blue_glazed_vase,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Brown_glazed_vase,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Porcelain_piece,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Stamped_ceramic,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Stoneware,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Ceramic_vessel,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Ceramic_vase,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Iron_artifact,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Stone_artifact,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Grinding_stone,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Stone_hammer,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Stone_axe,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Wood_artifact,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Anping_jar,NA
1,0,1,290,3,115,70,NA,P9,NA,5,-70,NA,NA,NA,pre,1,0,NA,NA,Kendi_mouth,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Agate_bead,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Golden_bead,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Glass_bead,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,IndoPacific_bead,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Glass_earring,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Big_Metal_ring,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Small_Metal_ring,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Wide_Metal_ring,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Metal_ring,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Bell,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Knit,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,fish_shape_knit,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Metal_string,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Metal_piece,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Gold_leaf,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Metal_plate,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Hair_pin,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Niddle,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Bone_plate,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Comb,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Coin,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,B&W_sauce_plate,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,B&W_vase,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,B&W_bowl,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Porcelain_bowl,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Porcelain_vessel,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Porcelain_vase,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Blue_glazed_vase,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Brown_glazed_vase,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Porcelain_piece,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Stamped_ceramic,1
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Stoneware,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Ceramic_vessel,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Ceramic_vase,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Iron_artifact,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Stone_artifact,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Grinding_stone,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Stone_hammer,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Stone_axe,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Wood_artifact,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Anping_jar,NA
1,1,1,295,2,102,60,30,P051,Y,14,-20,-50,NA,3,euro,NA,0,NA,4,Kendi_mouth,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Agate_bead,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Golden_bead,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Glass_bead,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,IndoPacific_bead,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Glass_earring,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Big_Metal_ring,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Small_Metal_ring,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Wide_Metal_ring,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Metal_ring,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Bell,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Knit,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,fish_shape_knit,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Metal_string,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Metal_piece,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Gold_leaf,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Metal_plate,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Hair_pin,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Niddle,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Bone_plate,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Comb,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Coin,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,B&W_sauce_plate,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,B&W_vase,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,B&W_bowl,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Porcelain_bowl,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Porcelain_vessel,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Porcelain_vase,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Blue_glazed_vase,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Brown_glazed_vase,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Porcelain_piece,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Stamped_ceramic,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Stoneware,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Ceramic_vessel,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Ceramic_vase,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Iron_artifact,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Stone_artifact,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Grinding_stone,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Stone_hammer,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Stone_axe,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Wood_artifact,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Anping_jar,NA
1,2,1,290,2,104,75,60,P051,Y,12,14,-46,Y,4,post,1,1,NA,2,Kendi_mouth,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Agate_bead,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Golden_bead,5
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Glass_bead,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,IndoPacific_bead,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Glass_earring,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Big_Metal_ring,2
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Small_Metal_ring,2
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Wide_Metal_ring,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Metal_ring,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Bell,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Knit,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,fish_shape_knit,1
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Metal_string,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Metal_piece,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Gold_leaf,4
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Metal_plate,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Hair_pin,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Niddle,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Bone_plate,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Comb,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Coin,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,B&W_sauce_plate,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,B&W_vase,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,B&W_bowl,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Porcelain_bowl,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Porcelain_vessel,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Porcelain_vase,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Blue_glazed_vase,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Brown_glazed_vase,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Porcelain_piece,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Stamped_ceramic,2
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Stoneware,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Ceramic_vessel,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Ceramic_vase,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Iron_artifact,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Stone_artifact,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Grinding_stone,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Stone_hammer,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Stone_axe,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Wood_artifact,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Anping_jar,NA
1,3,1,290,1,130,82,60,P050,NA,7,-25,-85,Y,4,euro,1,0,NA,NA,Kendi_mouth,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Agate_bead,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Golden_bead,2
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Glass_bead,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,IndoPacific_bead,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Glass_earring,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Big_Metal_ring,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Small_Metal_ring,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Wide_Metal_ring,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Metal_ring,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Bell,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Knit,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,fish_shape_knit,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Metal_string,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Metal_piece,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Gold_leaf,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Metal_plate,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Hair_pin,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Niddle,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Bone_plate,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Comb,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Coin,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,B&W_sauce_plate,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,B&W_vase,1
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,B&W_bowl,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Porcelain_bowl,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Porcelain_vessel,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Porcelain_vase,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Blue_glazed_vase,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Brown_glazed_vase,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Porcelain_piece,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Stamped_ceramic,1
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Stoneware,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Ceramic_vessel,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Ceramic_vase,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Iron_artifact,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Stone_artifact,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Grinding_stone,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Stone_hammer,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Stone_axe,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Wood_artifact,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Anping_jar,NA
1,4,1,300,2,140,73,30,P038,NA,2,-30,-60,NA,4,euro,1,0,3,4,Kendi_mouth,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Agate_bead,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Golden_bead,2
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Glass_bead,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,IndoPacific_bead,1
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Glass_earring,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Big_Metal_ring,2
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Small_Metal_ring,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Wide_Metal_ring,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Metal_ring,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Bell,1
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Knit,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,fish_shape_knit,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Metal_string,1
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Metal_piece,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Gold_leaf,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Metal_plate,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Hair_pin,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Niddle,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Bone_plate,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Comb,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Coin,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,B&W_sauce_plate,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,B&W_vase,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,B&W_bowl,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Porcelain_bowl,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Porcelain_vessel,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Porcelain_vase,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Blue_glazed_vase,NA
1,5,1,285,2,70,50,35,P050,NA,7,-30,-65,Y,4,euro,1,0,NA,2,Brown_glazed_vase,NA
